0	-10.000000	-13.134000	-3.866667
1	-10.313400	-16.123327	-2.450156
2	-10.894393	-19.034471	-0.721955
3	-11.708401	-21.901306	1.370987
4	-12.727691	-24.722849	3.898720
5	-13.927207	-27.459154	6.941402
6	-15.280402	-30.025518	10.580591
7	-16.754913	-32.286167	14.886462
8	-18.308039	-34.049885	19.899009
9	-19.882223	-35.071686	25.602235
10	-21.401170	-35.066475	31.892540
11	-22.767700	-33.741514	38.546708
12	-23.865082	-30.852589	45.200962
13	-24.563832	-26.281530	51.358599
14	-24.735602	-20.118826	56.444787
15	-24.273925	-12.718394	59.916106
16	-23.118371	-4.683711	61.405596
17	-21.274905	3.238538	60.850911
18	-18.823561	10.335567	58.539224
19	-15.907648	16.105016	55.032657
20	-12.706382	20.349216	51.003190
21	-9.400822	23.152460	47.057456
22	-6.145494	24.774538	43.626069
23	-3.053491	25.527652	40.940189
24	-0.195376	25.687656	39.068966
25	2.392927	25.453695	37.976940
26	4.699004	24.944624	37.573309
27	6.723566	24.214314	37.743503
28	8.472640	23.272684	38.365075
29	9.952645	22.105843	39.313817
30	11.167965	20.693073	40.465565
31	12.120475	19.020283	41.697478
32	12.810456	17.089886	42.890894
33	13.238399	14.926847	43.936429
34	13.407244	12.580477	44.740867
35	13.324567	10.121695	45.234472
36	13.004280	7.636117	45.376892
37	12.467464	5.214188	45.159863
38	11.742136	2.940361	44.605677
39	10.861959	0.883598	43.761454
40	9.864123	-0.908929	42.690458
41	8.786817	-2.414028	41.462388
42	7.666733	-3.630796	40.144608
43	6.536980	-4.576183	38.795722
44	5.425664	-5.279280	37.462025
45	4.355169	-5.775674	36.176602
46	3.342085	-6.102766	34.960352
47	2.397600	-6.296417	33.824116
48	1.528198	-6.388916	32.771177
49	0.736487	-6.408026	31.799643
50	0.022036	-6.376790	30.904459
51	-0.617847	-6.313808	30.078935
52	-1.187443	-6.233747	29.315839
53	-1.692074	-6.147948	28.608106
54	-2.137661	-6.065011	27.949251
55	-2.530396	-5.991337	27.333587
56	-2.876490	-5.931586	26.756296
